City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
524,Siniscola,IT,40.5719,9.6922,60.35,52,15,22.39,few clouds
525,Ngunguru,NZ,-35.6167,174.5,65.98,95,100,29.86,light rain
526,Xingcheng,CN,40.6167,120.7167,60.12,26,100,12.5,overcast clouds
527,Preobrazheniye,RU,42.9019,133.9064,41.79,64,84,5.39,broken clouds
528,Prince George,CA,53.9166,-122.753,24.62,86,26,1.99,scattered clouds
529,Udayagiri,IN,20.1333,84.3833,85.53,34,97,4.7,overcast clouds
530,Havoysund,NO,70.9963,24.6622,41.23,99,100,23.26,light rain
531,Hwange,ZW,-18.3693,26.5019,78.76,59,74,7.76,broken clouds
532,Nome,US,64.5011,-165.4064,30.27,80,100,17.27,overcast clouds
533,Busayra,JO,30.7376,35.6078,84.13,9,0,5.82,clear sky
534,Shelburne,CA,44.0787,-80.2041,34.75,86,93,14.07,overcast clouds
535,Novopokrovka,UA,49.8425,36.5477,50.97,71,100,8.88,light rain
536,Tahe,CN,52.3333,124.7333,23.41,86,34,3.56,scattered clouds
537,Margate,GB,51.3813,1.3862,63.1,70,79,1.01,broken clouds
538,Lulea,SE,65.5842,22.1547,50.07,57,0,4.61,clear sky
539,Zheleznodorozhnyy,RU,55.7503,38.0042,42.35,53,100,11.54,overcast clouds
540,Santa Cruz De Tenerife,ES,28.4682,-16.2546,91.0,30,0,13.8,clear sky
541,Bom Jesus,BR,-9.0744,-44.3586,85.37,65,67,3.09,broken clouds
542,Genhe,CN,50.7833,121.5167,24.67,53,41,2.75,scattered clouds
543,Clinton,US,42.587,-82.9199,36.0,57,40,4.61,scattered clouds
544,Mitsamiouli,KM,-11.3847,43.2844,83.68,77,45,9.62,light rain
545,Murom,RU,55.5656,42.0417,36.73,86,100,12.28,overcast clouds
546,Xaltianguis,MX,17.0667,-99.8333,69.31,41,76,0.09,broken clouds
547,Tornio,FI,65.8481,24.1466,42.82,86,52,3.74,broken clouds
548,Karasburg,NA,-28.0167,18.75,81.7,19,0,4.68,clear sky
549,Lorengau,PG,-2.0226,147.2712,81.55,80,77,5.5,broken clouds
550,Hibbing,US,47.4272,-92.9377,27.75,74,0,8.05,clear sky
551,Artyom,AZ,40.4723,50.333,59.14,78,9,9.26,clear sky
552,Swan River,CA,52.1058,-101.2676,18.14,90,100,0.51,overcast clouds
553,Charlestown,AU,-32.95,151.6667,66.81,92,4,1.01,clear sky
554,Campos Do Jordao,BR,-22.7394,-45.5914,66.96,56,0,3.96,clear sky
555,Luwingu,ZM,-10.2621,29.9271,72.37,74,97,5.66,overcast clouds
556,Tombouctou,ML,20.0,-3.0,89.31,13,0,13.78,clear sky
557,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,86.09,61,90,4.03,overcast clouds
558,Belyy Yar,RU,53.6039,91.3903,62.49,32,0,8.95,clear sky
559,Los Andes,CL,-32.8337,-70.5983,69.01,24,0,3.31,clear sky
560,Samarai,PG,-10.6167,150.6667,82.13,79,92,9.6,overcast clouds
561,Xam Nua,LA,20.4197,104.0439,65.82,98,87,2.89,overcast clouds
562,Maragheh,IR,37.3917,46.2398,59.34,29,1,6.71,clear sky
563,Monrovia,LR,6.3005,-10.7969,85.77,72,100,5.35,overcast clouds
564,Mogadishu,SO,2.0371,45.3438,84.51,74,46,19.35,scattered clouds
565,San Martin,AR,-33.081,-68.4681,67.28,41,0,6.15,clear sky
566,Santa Comba,ES,43.0331,-8.8093,65.37,56,87,7.67,overcast clouds
567,La Rioja,ES,42.25,-2.5,65.98,35,100,8.3,overcast clouds
568,Quatre Cocos,MU,-20.2078,57.7625,79.09,86,57,13.71,moderate rain
569,Uige,AO,-7.6087,15.0613,79.54,67,95,4.29,light rain
570,Sobolevo,RU,54.4299,31.8996,40.89,54,100,14.63,light rain
571,Whitehorse,CA,60.7161,-135.0538,19.09,96,100,4.74,light snow
572,Kushalgarh,IN,23.199,74.4507,95.85,12,0,7.43,clear sky
573,Santa Marta,CO,11.2408,-74.199,86.9,66,100,1.01,overcast clouds
574,Suhaia,RO,43.7333,25.25,39.78,96,100,11.12,overcast clouds
575,Port Moresby,PG,-9.4431,147.1797,77.85,88,89,3.49,overcast clouds
576,Sao Fidelis,BR,-21.6461,-41.7469,78.75,61,31,0.25,scattered clouds
577,Zatyshshya,UA,47.3335,29.8733,48.49,39,99,14.09,overcast clouds
578,Sebnitz,DE,50.9754,14.2758,56.37,46,74,9.35,broken clouds
579,Ulaangom,MN,49.9811,92.0667,46.42,33,0,0.67,clear sky
580,Vicuna,CL,-30.0319,-70.7081,80.76,26,0,3.31,clear sky
581,Fairbanks,US,64.8378,-147.7164,17.94,48,0,11.5,clear sky
582,High Level,CA,58.5169,-117.136,15.1,94,100,6.53,light snow
583,Nizhnyaya Tavda,RU,57.6731,66.1725,39.13,61,73,5.66,broken clouds
584,Prachuap Khiri Khan,TH,12.2167,99.75,76.17,85,100,2.51,light rain
585,Shimoda,JP,34.6667,138.95,53.1,80,70,8.5,broken clouds
586,Beboto,TD,8.2668,16.939,105.03,18,8,8.93,clear sky
587,Pangoa,PE,-12.1167,-73.0,70.63,95,100,1.03,overcast clouds
588,Verkhnevilyuysk,RU,63.4453,120.3167,29.91,95,100,12.55,light snow
589,Phangnga,TH,8.4509,98.5298,84.24,90,16,1.68,heavy intensity rain
590,Zihuatanejo,MX,17.6333,-101.55,71.69,88,0,0.0,clear sky
591,Copiapo,CL,-27.3667,-70.3333,55.09,43,0,4.52,clear sky
592,Champasak,LA,14.75,106.0,75.36,92,57,1.36,broken clouds
593,Bokoro,TD,12.3807,17.0568,92.89,36,91,14.23,light rain
594,Najran,SA,17.4924,44.1277,90.77,11,73,9.98,broken clouds
595,Moundou,TD,8.5667,16.0833,104.83,18,62,4.14,broken clouds
596,Batavia,US,41.85,-88.3126,40.21,62,40,12.66,scattered clouds
597,Pangai,TO,-19.8,-174.35,81.01,78,68,12.57,broken clouds
598,Kichera,RU,55.9375,110.0997,35.47,99,100,4.03,light rain
599,Gallup,US,35.5281,-108.7426,43.02,36,0,3.44,clear sky
600,Linxi,CN,39.7,118.4333,61.86,29,100,8.72,overcast clouds
601,Charagua,BO,-19.8,-63.2167,67.95,39,88,7.07,overcast clouds
602,Codrington,AU,-38.2667,141.9667,56.89,96,100,6.38,overcast clouds
603,Plymouth,US,41.8334,-70.8328,49.17,65,75,10.36,broken clouds
604,Victoria Point,AU,-27.5833,153.3,67.91,86,39,7.74,scattered clouds
605,Esso,RU,55.9333,158.7,11.59,92,100,4.25,overcast clouds
606,Kristianstad,SE,56.0313,14.1524,59.95,39,39,5.75,scattered clouds
607,Komsomolskiy,UZ,40.4272,71.7189,80.89,15,81,4.92,broken clouds
608,Topolobampo,MX,25.6,-109.05,70.81,55,100,5.97,overcast clouds
609,Plettenberg Bay,ZA,-34.0527,23.3716,65.59,65,0,4.92,clear sky
610,Kasongo-Lunda,CD,-6.4667,16.8167,75.9,94,100,1.21,light rain
611,Ahipara,NZ,-35.1667,173.1667,66.63,94,100,17.2,moderate rain
612,Ranong,TH,9.9658,98.6348,81.28,83,49,2.24,scattered clouds
613,Sainte-Maxime,FR,43.3,6.6333,73.94,63,99,6.35,overcast clouds
614,Mahibadhoo,MV,3.7833,72.9667,84.79,73,100,12.15,overcast clouds
615,Nguruka,TZ,-5.1092,31.0419,72.93,83,88,3.69,light rain
616,Simao,CN,22.7886,100.9748,68.56,62,87,2.15,overcast clouds
617,Santiago Del Estero,AR,-27.7951,-64.2615,69.39,48,0,4.85,clear sky
618,Arlit,NE,18.7369,7.3853,90.57,7,100,9.42,overcast clouds
619,Necochea,AR,-38.5473,-58.7368,64.0,58,97,4.07,overcast clouds
620,Mocajuba,BR,-2.5842,-49.5072,83.86,76,51,2.44,broken clouds
621,Tiznit,MA,29.5833,-9.5,86.56,12,100,11.74,overcast clouds
622,Mareeba,AU,-17.0,145.4333,70.52,92,77,2.53,broken clouds
623,Arman,RU,59.7,150.1667,21.02,81,100,6.22,overcast clouds
624,Porterville,US,36.0652,-119.0168,50.59,87,0,2.42,clear sky
625,Galveston,US,29.3669,-94.9669,77.05,92,100,9.22,mist
626,Biograd Na Moru,HR,43.9433,15.4519,58.75,42,17,30.4,few clouds
627,Aykhal,RU,66.0,111.5,34.5,98,100,15.79,overcast clouds
628,Taoudenni,ML,22.6783,-3.9836,89.76,16,0,15.1,clear sky
629,Ulladulla,AU,-35.35,150.4667,60.73,81,61,8.16,broken clouds
630,Gravelbourg,CA,49.8834,-106.5512,19.67,93,100,4.41,overcast clouds
631,Hambantota,LK,6.1241,81.1185,81.23,79,69,10.31,broken clouds
632,Astoria,US,46.1879,-123.8313,39.9,93,0,5.01,clear sky
633,Bonthe,SL,7.5264,-12.505,87.22,51,100,12.19,overcast clouds
634,Dibulla,CO,11.2725,-73.3091,82.51,76,100,9.01,overcast clouds
635,Port Blair,IN,11.6667,92.75,83.57,67,43,2.91,scattered clouds
636,Kerouane,GN,9.2667,-9.0167,93.51,31,99,8.16,overcast clouds
637,Nguru,NG,12.8791,10.4526,103.82,8,80,7.14,broken clouds
638,Labuan,MY,5.2767,115.2417,82.36,73,5,11.3,clear sky
639,Ailigandi,PA,9.2333,-78.0167,81.48,78,100,6.29,overcast clouds
640,Takayama,JP,36.1333,137.25,44.29,96,58,1.66,broken clouds
641,Lakhtar,IN,22.85,71.7833,97.57,11,4,13.82,clear sky
642,Novikovo,RU,51.1537,37.8879,49.95,79,100,7.63,overcast clouds
643,Hohhot,CN,40.8106,111.6522,43.09,93,40,11.18,scattered clouds
644,Qena,EG,26.1615,32.7183,105.35,6,100,3.44,overcast clouds
645,Bronnoysund,NO,65.4625,12.1997,51.8,58,0,6.91,clear sky
646,Bruiu,RO,45.8747,24.7009,41.02,95,100,2.42,overcast clouds
647,Qaqortoq,GL,60.7167,-46.0333,32.07,75,100,4.99,overcast clouds
648,Freetown,SL,8.484,-13.2299,82.4,59,100,11.34,overcast clouds
649,Chaah,MY,2.249,103.048,77.05,93,100,1.74,moderate rain
650,Berehove,UA,48.2056,22.6442,52.95,40,92,15.52,overcast clouds
651,Camacha,PT,33.0833,-16.3333,65.62,68,20,21.85,few clouds
652,Doha,QA,25.2867,51.5333,91.71,12,0,21.85,clear sky
653,Cap-Aux-Meules,CA,47.3821,-61.8597,41.05,93,100,16.11,moderate rain
654,Kapoeta,SS,4.7717,33.5903,93.87,30,91,6.17,overcast clouds
655,Antalaha,MG,-14.9003,50.2788,80.46,78,5,12.97,clear sky
656,Gao,ML,16.6362,1.637,92.3,8,100,15.1,overcast clouds
657,Vung Tau,VN,10.346,107.0843,82.83,76,19,17.78,few clouds
658,Quelimane,MZ,-17.8786,36.8883,85.95,70,40,9.22,scattered clouds
659,Shubarkuduk,KZ,49.1447,56.4872,58.64,53,100,4.47,overcast clouds
